month,lat,lon,max_temp_c,min_temp_c,mean_temp_c,dtr_c,elevation_m,ndvi,evi,veg_cover_pct,forest_pct,savanna_pct,wetland_pct,cropland_pct,urban_pct,surface_water_occurrence_pct,rain_mm,humidity_rh_pct,soil_moisture_m3m3,wind_speed_ms
2011-06,5.008108,35.326249,46.2500,21.3500,33.5200,24.9000,456.0000,0.2045,0.0974,0.7417,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.3928,48.6688,0.0843,1.5142
2011-06,5.008108,35.371164,45.1900,23.6500,34.4850,21.5400,461.0000,0.1956,0.0971,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.2689,47.8611,0.0734,1.7287
2011-06,5.008108,35.416080,41.7700,23.8300,33.1875,17.9400,552.0000,0.1916,0.0978,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.8861,47.8611,0.0734,1.7287
2011-06,4.963192,35.146585,42.7500,21.5300,31.3050,21.2200,459.0000,0.2735,0.1371,12.2500,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,50.7284,48.6256,0.1435,1.1854
2011-06,4.963192,35.191501,42.7100,21.8900,31.8550,20.8200,455.0000,0.2650,0.1384,10.8250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,41.8557,48.7406,0.1177,1.3078
2011-06,4.963192,35.236417,43.8900,22.5700,32.8725,21.3200,488.0000,0.2121,0.1208,2.0167,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,40.2189,48.7406,0.1177,1.3078
2011-06,4.963192,35.281333,44.3500,22.9100,32.9375,21.4400,459.0000,0.2361,0.1198,6.0167,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,41.7596,48.6688,0.0843,1.5142
2011-06,4.963192,35.326249,43.6100,22.9700,32.7725,20.6400,455.0000,0.2366,0.1177,6.0917,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,33.9735,48.6688,0.0843,1.5142
2011-06,4.963192,35.371164,40.0900,22.8900,31.5100,17.2000,602.0000,0.2144,0.1079,2.3917,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,28.6474,47.8611,0.0734,1.7287
2011-06,4.963192,35.416080,42.9700,23.3500,32.5825,19.6200,553.0000,0.1953,0.1035,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.0000,23.9757,47.8611,0.0734,1.7287
2011-06,4.918276,35.011838,41.4100,21.3100,31.0175,20.1000,507.0000,0.2409,0.1191,6.8083,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,41.5061,49.5496,0.1517,1.1384
2011-06,4.918276,35.056754,41.4300,22.7500,30.7075,18.6800,585.0000,0.2545,0.1263,9.0833,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,51.7116,50.6538,0.0995,1.1543
2011-06,4.918276,35.101670,40.2900,23.0700,30.3925,17.2200,658.0000,0.2484,0.1205,8.0583,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,50.8324,50.6538,0.0995,1.1543
2011-06,4.918276,35.146585,41.2900,23.0100,31.5500,18.2800,545.0000,0.2369,0.1145,6.1417,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,50.8324,50.6538,0.0995,1.1543
2011-06,4.918276,35.191501,41.1300,23.0500,31.8625,18.0800,533.0000,0.2550,0.1268,9.1583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,51.8510,50.4875,0.1092,1.2595
2011-06,4.918276,35.236417,42.1700,23.1300,31.7275,19.0400,489.0000,0.2549,0.1450,9.1417,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.7220,50.4875,0.1092,1.2595
2011-06,4.918276,35.281333,42.8500,23.7100,32.3950,19.1400,495.0000,0.2552,0.1344,9.2083,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,33.4495,49.2457,0.0947,1.4777
2011-06,4.918276,35.326249,43.2700,22.8900,32.3675,20.3800,606.0000,0.2419,0.1327,6.9833,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,32.1682,49.2457,0.0947,1.4777
2011-06,4.918276,35.371164,41.0700,22.7700,31.0850,18.3000,649.0000,0.2344,0.1259,5.7333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,28.9239,48.2986,0.0804,1.7002
2011-06,4.918276,35.416080,42.6100,23.5500,32.2275,19.0600,590.0000,0.1974,0.1111,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.8930,48.2986,0.0804,1.7002
2011-06,4.918276,35.460996,39.1900,22.3300,30.0950,16.8600,990.0000,0.2372,0.1227,6.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,31.8229,45.8389,0.1316,1.9468
