month,lat,lon,max_temp_c,ndvi,veg_cover_pct,rain_mm,humidity_rh_pct,soil_moisture_m3m3
2015-02,5.008108,35.326249,48.0900,0.1728,0.0000,8.4936,30.8289,0.0302
2015-02,5.008108,35.371164,47.8900,0.1749,0.0000,8.7229,31.0014,0.0272
2015-02,5.008108,35.416080,45.3700,0.1799,0.0000,12.0191,31.0014,0.0272
2015-02,4.963192,35.146585,44.0900,0.2101,1.6750,11.3351,29.6597,0.0801
2015-02,4.963192,35.191501,44.5700,0.1892,0.0000,11.1851,30.2113,0.0615
2015-02,4.963192,35.236417,45.3900,0.1742,0.0000,10.0238,30.2113,0.0615
2015-02,4.963192,35.281333,45.7300,0.1943,0.0000,10.0205,30.8289,0.0302
2015-02,4.963192,35.326249,45.1100,0.2108,1.8000,11.4741,30.8289,0.0302
2015-02,4.963192,35.371164,42.6500,0.2097,1.6250,13.1734,31.0014,0.0272
2015-02,4.963192,35.416080,44.9500,0.1937,0.0000,14.5636,31.0014,0.0272
2015-02,4.918276,35.011838,45.9900,0.2184,3.0583,11.0988,29.1578,0.0811
2015-02,4.918276,35.056754,44.4900,0.2051,0.8417,12.9129,30.4774,0.0384
2015-02,4.918276,35.101670,43.2300,0.2074,1.2333,11.4939,30.4774,0.0384
2015-02,4.918276,35.146585,43.6300,0.2069,1.1417,11.4939,30.4774,0.0384
2015-02,4.918276,35.191501,43.2900,0.2054,0.8917,12.6125,31.5212,0.0507
2015-02,4.918276,35.236417,44.8500,0.1924,0.0000,12.0136,31.5212,0.0507
2015-02,4.918276,35.281333,45.0100,0.2047,0.7833,11.2740,31.8522,0.0436
2015-02,4.918276,35.326249,44.6500,0.2023,0.3750,13.6797,31.8522,0.0436
2015-02,4.918276,35.371164,43.2700,0.2161,2.6750,14.8448,31.4725,0.0375
2015-02,4.918276,35.416080,44.6100,0.1774,0.0000,15.6635,31.4725,0.0375
2015-02,4.918276,35.460996,40.8300,0.2273,4.5417,16.3922,30.5422,0.0937
2015-02,4.918276,35.505912,35.4700,0.3138,18.9667,16.1323,30.5422,0.0937
2015-02,4.918276,35.550827,33.8100,0.3746,29.1000,17.5877,29.5658,0.1546
2015-02,4.873360,34.922007,46.6900,0.1881,0.0000,6.3054,28.1607,0.1099
2015-02,4.873360,34.966922,46.5700,0.2045,0.7417,7.8354,29.1578,0.0811
2015-02,4.873360,35.011838,45.2300,0.2117,1.9583,7.3839,29.1578,0.0811
2015-02,4.873360,35.056754,43.4900,0.1903,0.0000,8.2072,30.4774,0.0384
2015-02,4.873360,35.101670,45.0700,0.1955,0.0000,11.9132,30.4774,0.0384
2015-02,4.873360,35.146585,45.2100,0.1954,0.0000,11.9132,30.4774,0.0384
2015-02,4.873360,35.191501,43.2300,0.2100,1.6667,13.0464,31.5212,0.0507
2015-02,4.873360,35.236417,44.5700,0.1828,0.0000,14.5255,31.5212,0.0507
2015-02,4.873360,35.281333,44.4100,0.1929,0.0000,14.3659,31.8522,0.0436
2015-02,4.873360,35.326249,42.3500,0.2220,3.6750,14.4610,31.8522,0.0436
2015-02,4.873360,35.371164,43.7300,0.2151,2.5167,14.1911,31.4725,0.0375
2015-02,4.873360,35.416080,43.7100,0.2111,1.8500,15.1839,31.4725,0.0375
2015-02,4.873360,35.460996,38.1500,0.2627,10.4417,15.7229,30.5422,0.0937
2015-02,4.873360,35.505912,33.7700,0.4296,38.2750,15.7884,30.5422,0.0937
2015-02,4.873360,35.550827,30.7500,0.5280,54.6667,16.4187,29.5658,0.1546
2015-02,4.828445,34.787259,45.2900,0.2370,6.1583,6.0879,27.7420,0.1131
2015-02,4.828445,34.832175,47.6300,0.2380,6.3333,6.3333,27.7420,0.1131
2015-02,4.828445,34.877091,46.6700,0.2182,3.0333,7.2141,28.3266,0.1038
2015-02,4.828445,34.922007,46.7300,0.1596,0.0000,6.3052,28.3266,0.1038
2015-02,4.828445,34.966922,46.3500,0.1878,0.0000,6.7180,30.0546,0.0641
2015-02,4.828445,35.011838,47.4700,0.2071,1.1833,6.9262,30.0546,0.0641
2015-02,4.828445,35.056754,46.3300,0.2289,4.8167,7.8863,30.7334,0.0470
2015-02,4.828445,35.101670,45.4700,0.2050,0.8250,9.7135,30.7334,0.0470
2015-02,4.828445,35.146585,42.7100,0.2237,3.9417,9.7135,30.7334,0.0470
2015-02,4.828445,35.191501,40.4500,0.2616,10.2667,8.5415,32.2897,0.0523
2015-02,4.828445,35.236417,37.0100,0.2929,15.4833,9.6145,32.2897,0.0523
2015-02,4.828445,35.281333,35.5300,0.3560,26.0000,15.9629,31.6722,0.0464
2015-02,4.828445,35.326249,42.2500,0.2414,6.9083,14.4156,31.6722,0.0464
2015-02,4.828445,35.371164,45.0500,0.2083,1.3833,13.4902,31.8080,0.0458
2015-02,4.828445,35.416080,41.3100,0.2522,8.7083,14.2195,31.8080,0.0458
2015-02,4.828445,35.460996,35.9300,0.3615,26.9167,17.7755,31.0368,0.1244
2015-02,4.828445,35.505912,33.1500,0.4748,45.7917,16.0891,31.0368,0.1244
2015-02,4.828445,35.550827,35.7900,0.3797,29.9500,13.4510,30.2126,0.1080
2015-02,4.783529,34.652512,43.9700,0.2367,6.1167,5.4984,27.4715,0.0768
2015-02,4.783529,34.697428,44.5300,0.2399,6.6417,5.4984,27.4715,0.0768
2015-02,4.783529,34.742344,43.8500,0.2462,7.7000,5.4064,27.4715,0.0768
2015-02,4.783529,34.787259,44.6900,0.2469,7.8083,5.6073,27.7420,0.1131
2015-02,4.783529,34.832175,46.8500,0.2417,6.9417,6.1788,27.7420,0.1131
2015-02,4.783529,34.877091,45.6100,0.2418,6.9583,6.2817,28.3266,0.1038
2015-02,4.783529,34.922007,46.6500,0.1754,0.0000,7.0036,28.3266,0.1038
2015-02,4.783529,34.966922,44.8300,0.2088,1.4667,6.8321,30.0546,0.0641
2015-02,4.783529,35.011838,44.8100,0.1984,0.0000,6.6581,30.0546,0.0641
2015-02,4.783529,35.056754,45.1900,0.2097,1.6083,6.9400,30.7334,0.0470
2015-02,4.783529,35.101670,45.1300,0.1961,0.0000,8.7345,30.7334,0.0470
2015-02,4.783529,35.146585,44.2500,0.2291,4.8500,8.7345,30.7334,0.0470
2015-02,4.783529,35.191501,39.6300,0.2815,13.5833,9.3447,32.2897,0.0523
2015-02,4.783529,35.236417,36.1700,0.3300,21.6583,10.0167,32.2897,0.0523
2015-02,4.783529,35.281333,34.6700,0.3931,32.1750,11.0080,31.6722,0.0464
2015-02,4.783529,35.326249,43.2700,0.2250,4.1667,10.6611,31.6722,0.0464
2015-02,4.783529,35.371164,44.8900,0.1978,0.0000,14.0857,31.8080,0.0458
2015-02,4.783529,35.416080,44.3700,0.1984,0.0000,16.7025,31.8080,0.0458
2015-02,4.783529,35.460996,35.8500,0.3653,27.5417,19.9099,31.0368,0.1244
2015-02,4.783529,35.505912,31.0500,0.5527,58.7750,17.2624,31.0368,0.1244
2015-02,4.738613,34.562681,43.8100,0.2578,9.6333,5.6893,27.0384,0.0788
2015-02,4.738613,34.607596,43.9300,0.2473,7.8750,5.7841,27.0384,0.0788
2015-02,4.738613,34.652512,44.1100,0.2131,2.1833,6.1049,27.4165,0.0738
2015-02,4.738613,34.697428,43.7100,0.2404,6.7333,6.1049,27.4165,0.0738
2015-02,4.738613,34.742344,44.9500,0.2440,7.3417,7.1089,27.4165,0.0738
2015-02,4.738613,34.787259,46.1900,0.2450,7.5000,5.8858,27.6822,0.0764
2015-02,4.738613,34.832175,49.1700,0.1994,0.0000,6.1695,27.6822,0.0764
2015-02,4.738613,34.877091,46.9100,0.1925,0.0000,6.6087,28.3532,0.1061
2015-02,4.738613,34.922007,45.6700,0.1688,0.0000,7.2957,28.3532,0.1061
2015-02,4.738613,34.966922,44.0700,0.2181,3.0167,7.5616,29.9656,0.0677
2015-02,4.738613,35.011838,45.9300,0.2266,4.4333,6.6264,29.9656,0.0677
2015-02,4.738613,35.056754,45.4700,0.2228,3.8000,7.0377,31.5516,0.0401
2015-02,4.738613,35.101670,45.0500,0.1946,0.0000,8.4924,31.5516,0.0401
2015-02,4.738613,35.146585,44.6100,0.2077,1.2917,8.4924,31.5516,0.0401
2015-02,4.738613,35.191501,39.1500,0.2668,11.1333,9.3358,31.7835,0.0503
2015-02,4.738613,35.236417,35.8500,0.3941,32.3417,10.5471,31.7835,0.0503
2015-02,4.738613,35.281333,34.3300,0.4012,33.5417,10.7683,32.1799,0.0370
2015-02,4.738613,35.326249,44.0100,0.2036,0.6083,11.0134,32.1799,0.0370
2015-02,4.738613,35.371164,45.6300,0.1769,0.0000,9.4313,32.4551,0.0353
2015-02,4.738613,35.416080,45.6300,0.1751,0.0000,15.0915,32.4551,0.0353
2015-02,4.738613,35.460996,37.4500,0.3102,18.3667,14.2883,31.9161,0.0352
2015-02,4.738613,35.505912,36.1900,0.3704,28.3917,19.6830,31.9161,0.0352
2015-02,4.738613,35.550827,39.7300,0.2702,11.7000,14.4716,31.1302,0.0994
2015-02,4.693697,34.472849,44.1100,0.2553,9.2167,6.3496,26.9945,0.0702
2015-02,4.693697,34.517765,42.8100,0.2591,9.8500,6.2118,26.9945,0.0702
2015-02,4.693697,34.562681,42.9700,0.2633,10.5500,5.7042,27.0384,0.0788
2015-02,4.693697,34.607596,41.8700,0.2595,9.9083,5.2038,27.0384,0.0788
2015-02,4.693697,34.652512,43.4900,0.2267,4.4500,5.9663,27.4165,0.0738
2015-02,4.693697,34.697428,44.6900,0.2268,4.4667,5.9663,27.4165,0.0738
2015-02,4.693697,34.742344,45.7100,0.2147,2.4417,6.4379,27.4165,0.0738
2015-02,4.693697,34.787259,45.3500,0.2187,3.1083,5.9896,27.6822,0.0764
2015-02,4.693697,34.832175,45.6700,0.1868,0.0000,6.2415,27.6822,0.0764
2015-02,4.693697,34.877091,45.8300,0.1647,0.0000,6.7247,28.3532,0.1061
2015-02,4.693697,34.922007,45.2900,0.1713,0.0000,7.4993,28.3532,0.1061
2015-02,4.693697,34.966922,44.6700,0.1972,0.0000,8.4835,29.9656,0.0677
2015-02,4.693697,35.011838,45.9700,0.1887,0.0000,7.0269,29.9656,0.0677
2015-02,4.693697,35.056754,44.9100,0.2178,2.9750,7.2466,31.5516,0.0401
2015-02,4.693697,35.101670,44.5100,0.2018,0.3000,8.5006,31.5516,0.0401
2015-02,4.693697,35.146585,44.7100,0.1906,0.0000,8.5006,31.5516,0.0401
2015-02,4.693697,35.191501,38.2100,0.3114,18.5583,9.3527,31.7835,0.0503
2015-02,4.693697,35.236417,35.8900,0.3537,25.6083,12.4868,31.7835,0.0503
2015-02,4.693697,35.281333,37.3900,0.3306,21.7667,9.9309,32.1799,0.0370
2015-02,4.693697,35.326249,46.0900,0.1624,0.0000,10.7027,32.1799,0.0370
2015-02,4.693697,35.371164,46.8100,0.1749,0.0000,9.1384,32.4551,0.0353
2015-02,4.693697,35.416080,45.7900,0.1710,0.0000,9.8142,32.4551,0.0353
2015-02,4.693697,35.460996,42.3500,0.2087,1.4583,12.0839,31.9161,0.0352
2015-02,4.693697,35.505912,41.9500,0.2122,2.0250,12.6093,31.9161,0.0352
2015-02,4.693697,35.550827,45.1900,0.1786,0.0000,13.0434,31.1302,0.0994
2015-02,4.693697,35.730490,48.5700,0.1514,0.0000,9.6170,30.8278,0.0151
2015-02,4.693697,35.775406,48.2100,0.1376,0.0000,9.3152,31.0442,0.0522
2015-02,4.648782,34.383017,41.3300,0.3236,20.5917,0.0000,27.2026,0.0802
2015-02,4.648782,34.427933,42.4700,0.2596,9.9333,0.0000,27.2026,0.0802
2015-02,4.648782,34.472849,43.7100,0.2617,10.2833,5.5087,27.1770,0.0819
2015-02,4.648782,34.517765,43.0700,0.2419,6.9917,5.4743,27.1770,0.0819
2015-02,4.648782,34.562681,42.7100,0.2852,14.2000,5.7113,27.1956,0.0629
2015-02,4.648782,34.607596,42.1500,0.2817,13.6167,5.6735,27.1956,0.0629
2015-02,4.648782,34.652512,44.7500,0.2111,1.8500,6.7016,27.5004,0.0673
2015-02,4.648782,34.697428,44.4100,0.2190,3.1583,6.7016,27.5004,0.0673
2015-02,4.648782,34.742344,45.6500,0.2005,0.0833,6.4165,27.5004,0.0673
2015-02,4.648782,34.787259,45.0700,0.2143,2.3833,5.9636,27.8170,0.0612
2015-02,4.648782,34.832175,45.3900,0.1934,0.0000,6.6564,27.8170,0.0612
2015-02,4.648782,34.877091,44.8100,0.1678,0.0000,7.8861,28.5275,0.0323
2015-02,4.648782,34.922007,44.4100,0.1740,0.0000,8.7538,28.5275,0.0323
2015-02,4.648782,34.966922,43.6100,0.2435,7.2500,8.9190,29.7720,0.0714
2015-02,4.648782,35.011838,44.3900,0.1884,0.0000,7.8589,29.7720,0.0714
2015-02,4.648782,35.056754,44.8900,0.2134,2.2333,7.3098,31.3749,0.0806
2015-02,4.648782,35.101670,43.9700,0.2010,0.1667,8.7317,31.3749,0.0806
2015-02,4.648782,35.146585,44.5300,0.1788,0.0000,8.7317,31.3749,0.0806
2015-02,4.648782,35.191501,37.4700,0.3151,19.1833,9.2259,32.0651,0.0516
2015-02,4.648782,35.236417,33.6500,0.4706,45.1000,9.4123,32.0651,0.0516
2015-02,4.648782,35.281333,37.0100,0.3509,25.1500,8.8631,32.4078,0.0421
2015-02,4.648782,35.326249,47.5700,0.1551,0.0000,8.3165,32.4078,0.0421
2015-02,4.648782,35.371164,47.5500,0.1682,0.0000,6.7090,32.8581,0.0272
2015-02,4.648782,35.416080,46.3100,0.1594,0.0000,7.6100,32.8581,0.0272
2015-02,4.648782,35.460996,46.4500,0.1497,0.0000,8.2658,32.5732,0.0170
2015-02,4.648782,35.505912,45.4900,0.1581,0.0000,10.4169,32.5732,0.0170
2015-02,4.648782,35.550827,44.1700,0.1808,0.0000,14.1123,32.0038,0.0185
2015-02,4.648782,35.595743,42.9900,0.1848,0.0000,14.1123,32.0038,0.0185
2015-02,4.648782,35.685575,48.4500,0.1341,0.0000,11.4010,32.0806,0.0015
2015-02,4.648782,35.730490,48.2700,0.1096,0.0000,10.6518,32.0806,0.0015
2015-02,4.648782,35.775406,45.4300,0.1110,0.0000,9.1589,32.9709,0.0012
2015-02,4.648782,35.910153,46.4100,0.0975,0.0000,10.1272,34.0168,0.0097
2015-02,4.648782,35.955069,45.6100,0.1724,0.0000,9.3155,34.6013,0.0613
2015-02,4.603866,34.338102,41.6700,0.3629,27.1500,7.4941,27.4730,0.0815
2015-02,4.603866,34.383017,41.2700,0.3234,20.5583,0.0000,27.2026,0.0802
