month,lat,lon,max_temp_c,min_temp_c,mean_temp_c,dtr_c,elevation_m,ndvi,evi,veg_cover_pct,forest_pct,savanna_pct,wetland_pct,cropland_pct,urban_pct,surface_water_occurrence_pct,rain_mm,humidity_rh_pct,soil_moisture_m3m3,wind_speed_ms
2006-10,5.008108,35.326249,48.2100,21.4500,34.1167,26.7600,456.0000,0.2560,0.1205,9.3333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,46.3467,47.6772,0.1013,2.7912
2006-10,5.008108,35.371164,46.7900,23.7900,34.8267,23.0000,461.0000,0.1779,0.0998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,45.9467,47.8128,0.0871,2.9328
2006-10,5.008108,35.416080,45.0900,23.2300,33.8467,21.8600,552.0000,0.2107,0.1166,1.7833,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,47.4420,47.8128,0.0871,2.9328
2006-10,4.963192,35.146585,45.1100,23.7300,34.8967,21.3800,459.0000,0.2705,0.1307,11.7500,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,50.4564,46.0396,0.1545,2.6611
2006-10,4.963192,35.191501,47.8900,23.7900,34.9067,24.1000,455.0000,0.1932,0.1117,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,50.7734,46.8768,0.1374,2.6621
2006-10,4.963192,35.236417,44.9900,23.4500,33.9200,21.5400,488.0000,0.2538,0.1211,8.9667,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,50.3967,46.8768,0.1374,2.6621
2006-10,4.963192,35.281333,45.4900,23.4100,33.8900,22.0800,459.0000,0.2326,0.0999,5.4333,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,50.8446,47.6772,0.1013,2.7912
2006-10,4.963192,35.326249,45.3700,22.0700,33.6267,23.3000,455.0000,0.2452,0.1381,7.5333,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,52.0520,47.6772,0.1013,2.7912
2006-10,4.963192,35.371164,42.8300,22.2900,32.1067,20.5400,602.0000,0.2164,0.1268,2.7333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.4976,47.8128,0.0871,2.9328
2006-10,4.963192,35.416080,43.5900,23.4500,32.8800,20.1400,553.0000,0.1950,0.1168,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.0000,53.3479,47.8128,0.0871,2.9328
2006-10,4.918276,35.011838,45.8700,22.5900,34.7400,23.2800,507.0000,0.3154,0.1516,19.2333,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,48.3889,45.5197,0.1465,2.7915
2006-10,4.918276,35.056754,44.8700,22.7300,34.0667,22.1400,585.0000,0.2918,0.1558,15.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.6835,46.9224,0.1101,2.6265
2006-10,4.918276,35.101670,47.5100,23.5300,34.0567,23.9800,658.0000,0.2273,0.1220,4.5500,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,54.7790,46.9224,0.1101,2.6265
2006-10,4.918276,35.146585,46.4900,23.2700,34.3000,23.2200,545.0000,0.2363,0.1312,6.0500,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,54.7790,46.9224,0.1101,2.6265
2006-10,4.918276,35.191501,46.5300,23.3300,34.6533,23.2000,533.0000,0.2252,0.1204,4.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.7624,47.6754,0.1178,2.6105
2006-10,4.918276,35.236417,45.2700,23.5300,34.2033,21.7400,489.0000,0.2058,0.1171,0.9667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,55.6806,47.6754,0.1178,2.6105
