month,lat,lon,max_temp_c,ndvi,veg_cover_pct,rain_mm,humidity_rh_pct,soil_moisture_m3m3
2004-11,5.008108,35.326249,45.6700,0.2290,4.8333,81.8634,63.4113,0.1617
2004-11,5.008108,35.371164,43.9900,0.2449,7.4833,82.1916,62.9444,0.1419
2004-11,5.008108,35.416080,41.6100,0.2914,15.2333,81.8764,62.9444,0.1419
2004-11,4.963192,35.146585,42.4300,0.3635,27.2500,86.4227,62.0144,0.2325
2004-11,4.963192,35.191501,43.1300,0.3304,21.7333,81.7534,63.3671,0.2173
2004-11,4.963192,35.236417,41.8900,0.2513,8.5500,81.3718,63.3671,0.2173
2004-11,4.963192,35.281333,43.0900,0.2724,12.0667,82.3926,63.4113,0.1617
2004-11,4.963192,35.326249,42.6500,0.2918,15.3000,85.9182,63.4113,0.1617
2004-11,4.963192,35.371164,38.9100,0.3911,31.8500,87.4731,62.9444,0.1419
2004-11,4.963192,35.416080,41.5500,0.2970,16.1667,86.5822,62.9444,0.1419
2004-11,4.918276,35.011838,42.6700,0.3445,24.0833,94.9073,62.5648,0.2358
2004-11,4.918276,35.056754,42.6100,0.3755,29.2500,100.0077,64.4665,0.1851
2004-11,4.918276,35.101670,40.4100,0.3843,30.7167,97.7917,64.4665,0.1851
2004-11,4.918276,35.146585,42.5100,0.4144,35.7333,97.7917,64.4665,0.1851
2004-11,4.918276,35.191501,42.4900,0.3950,32.5000,95.2288,64.9014,0.2018
2004-11,4.918276,35.236417,41.4100,0.2513,8.5500,102.6343,64.9014,0.2018
2004-11,4.918276,35.281333,42.0300,0.2624,10.4000,100.2438,64.3115,0.1790
2004-11,4.918276,35.326249,41.6900,0.2591,9.8500,95.7325,64.3115,0.1790
2004-11,4.918276,35.371164,38.8100,0.3486,24.7667,96.0405,63.8616,0.1553
2004-11,4.918276,35.416080,40.9300,0.2481,8.0167,96.1584,63.8616,0.1553
2004-11,4.918276,35.460996,36.8100,0.4316,38.6000,93.2294,61.9233,0.2150
2004-11,4.918276,35.505912,31.6300,0.4396,39.9333,94.7656,61.9233,0.2150
2004-11,4.918276,35.550827,30.8300,0.5498,58.3000,90.3074,61.1366,0.2907
2004-11,4.873360,34.922007,46.1100,0.1925,0.0000,94.2850,60.1783,0.2491
2004-11,4.873360,34.966922,44.1900,0.3073,17.8833,97.5316,62.5648,0.2358
2004-11,4.873360,35.011838,42.4700,0.3415,23.5833,96.7017,62.5648,0.2358
2004-11,4.873360,35.056754,40.9300,0.3475,24.5833,102.1636,64.4665,0.1851
2004-11,4.873360,35.101670,43.2300,0.3854,30.9000,101.1332,64.4665,0.1851
2004-11,4.873360,35.146585,45.6300,0.4142,35.7000,101.1332,64.4665,0.1851
2004-11,4.873360,35.191501,42.9500,0.4388,39.8000,105.9563,64.9014,0.2018
2004-11,4.873360,35.236417,40.6300,0.2377,6.2833,101.6670,64.9014,0.2018
2004-11,4.873360,35.281333,40.0100,0.2565,9.4167,100.4818,64.3115,0.1790
2004-11,4.873360,35.326249,37.2700,0.3225,20.4167,108.8998,64.3115,0.1790
2004-11,4.873360,35.371164,37.4300,0.3425,23.7500,102.5078,63.8616,0.1553
2004-11,4.873360,35.416080,39.8100,0.3583,26.3833,100.7776,63.8616,0.1553
2004-11,4.873360,35.460996,32.0900,0.5049,50.8167,101.3432,61.9233,0.2150
2004-11,4.873360,35.505912,29.8300,0.5747,62.4500,95.2602,61.9233,0.2150
2004-11,4.873360,35.550827,25.0500,0.7181,86.3500,94.4255,61.1366,0.2907
2004-11,4.828445,34.787259,45.4700,0.2491,8.1833,81.3415,60.4358,0.2525
2004-11,4.828445,34.832175,45.8500,0.2802,13.3667,84.7292,60.4358,0.2525
2004-11,4.828445,34.877091,46.0900,0.2504,8.4000,87.9917,60.9151,0.2476
2004-11,4.828445,34.922007,46.7900,0.1747,0.0000,96.2929,60.9151,0.2476
2004-11,4.828445,34.966922,45.7700,0.2628,10.4667,100.0408,63.2089,0.2166
2004-11,4.828445,35.011838,47.0300,0.2470,7.8333,98.4122,63.2089,0.2166
2004-11,4.828445,35.056754,47.0900,0.2604,10.0667,97.8673,65.4548,0.2001
2004-11,4.828445,35.101670,43.5100,0.2974,16.2333,106.7225,65.4548,0.2001
2004-11,4.828445,35.146585,40.5300,0.4315,38.5833,106.7225,65.4548,0.2001
2004-11,4.828445,35.191501,38.6700,0.4269,37.8167,109.8499,65.5753,0.2134
2004-11,4.828445,35.236417,34.5900,0.5121,52.0167,106.4480,65.5753,0.2134
2004-11,4.828445,35.281333,29.8900,0.5142,52.3667,110.2547,65.0496,0.1844
2004-11,4.828445,35.326249,34.6700,0.3764,29.4000,115.5245,65.0496,0.1844
2004-11,4.828445,35.371164,36.6900,0.3390,23.1667,103.4509,64.8284,0.1719
2004-11,4.828445,35.416080,35.5500,0.4554,42.5667,104.6062,64.8284,0.1719
2004-11,4.828445,35.460996,30.6100,0.5272,54.5333,106.1105,63.5234,0.2533
2004-11,4.828445,35.505912,28.2700,0.6289,71.4833,103.0252,63.5234,0.2533
2004-11,4.828445,35.550827,29.4300,0.6595,76.5833,96.8223,61.6136,0.2484
2004-11,4.783529,34.652512,42.4900,0.3664,27.7333,81.9079,62.4358,0.2197
2004-11,4.783529,34.697428,43.1300,0.2912,15.2000,81.9079,62.4358,0.2197
2004-11,4.783529,34.742344,42.3900,0.2663,11.0500,85.0188,62.4358,0.2197
2004-11,4.783529,34.787259,43.0700,0.2443,7.3833,86.8737,60.4358,0.2525
2004-11,4.783529,34.832175,46.0900,0.2457,7.6167,87.9546,60.4358,0.2525
2004-11,4.783529,34.877091,46.0900,0.2639,10.6500,90.5092,60.9151,0.2476
2004-11,4.783529,34.922007,45.9900,0.1770,0.0000,95.8805,60.9151,0.2476
2004-11,4.783529,34.966922,47.1700,0.1964,0.0000,101.6429,63.2089,0.2166
2004-11,4.783529,35.011838,45.8700,0.2382,6.3667,102.0214,63.2089,0.2166
2004-11,4.783529,35.056754,43.9900,0.2135,2.2500,102.9733,65.4548,0.2001
2004-11,4.783529,35.101670,43.7100,0.2249,4.1500,108.2308,65.4548,0.2001
2004-11,4.783529,35.146585,41.8100,0.3221,20.3500,108.2308,65.4548,0.2001
2004-11,4.783529,35.191501,36.6700,0.4238,37.3000,110.7644,65.5753,0.2134
2004-11,4.783529,35.236417,32.1900,0.4888,48.1333,116.2533,65.5753,0.2134
2004-11,4.783529,35.281333,29.4100,0.5243,54.0500,118.2632,65.0496,0.1844
2004-11,4.783529,35.326249,34.9300,0.3778,29.6333,113.3089,65.0496,0.1844
2004-11,4.783529,35.371164,37.1100,0.3628,27.1333,103.5805,64.8284,0.1719
2004-11,4.783529,35.416080,37.1300,0.3342,22.3667,107.6060,64.8284,0.1719
2004-11,4.783529,35.460996,30.4700,0.5391,56.5167,105.1345,63.5234,0.2533
2004-11,4.783529,35.505912,30.1900,0.6779,79.6500,106.0199,63.5234,0.2533
2004-11,4.738613,34.562681,40.4300,0.3705,28.4167,69.0720,61.0191,0.2092
2004-11,4.738613,34.607596,41.7500,0.3846,30.7667,77.5274,61.0191,0.2092
2004-11,4.738613,34.652512,42.4300,0.3396,23.2667,83.0892,61.9518,0.2077
2004-11,4.738613,34.697428,42.5500,0.3156,19.2667,83.0892,61.9518,0.2077
2004-11,4.738613,34.742344,42.8900,0.2636,10.6000,86.3144,61.9518,0.2077
2004-11,4.738613,34.787259,44.5900,0.2554,9.2333,89.8852,61.7791,0.2176
2004-11,4.738613,34.832175,47.1700,0.2058,0.9667,89.6556,61.7791,0.2176
2004-11,4.738613,34.877091,46.9100,0.2004,0.0667,89.7461,61.2690,0.2489
2004-11,4.738613,34.922007,44.4900,0.1713,0.0000,95.0803,61.2690,0.2489
2004-11,4.738613,34.966922,45.7900,0.2025,0.4167,99.5874,63.4598,0.2175
2004-11,4.738613,35.011838,44.7700,0.2507,8.4500,100.7544,63.4598,0.2175
2004-11,4.738613,35.056754,43.9100,0.2162,2.7000,101.5513,65.6654,0.1882
2004-11,4.738613,35.101670,42.9700,0.2185,3.0833,104.4307,65.6654,0.1882
2004-11,4.738613,35.146585,41.1900,0.2644,10.7333,104.4307,65.6654,0.1882
2004-11,4.738613,35.191501,35.8900,0.4028,33.8000,112.2782,66.8426,0.2081
2004-11,4.738613,35.236417,31.7900,0.5165,52.7500,118.2028,66.8426,0.2081
2004-11,4.738613,35.281333,28.8900,0.5340,55.6667,117.9036,65.6147,0.1749
2004-11,4.738613,35.326249,41.3300,0.3107,18.4500,108.1552,65.6147,0.1749
2004-11,4.738613,35.371164,39.2700,0.3044,17.4000,99.0581,65.6740,0.1622
2004-11,4.738613,35.416080,40.6100,0.3157,19.2833,102.6843,65.6740,0.1622
2004-11,4.738613,35.460996,30.8100,0.5406,56.7667,99.4533,64.2546,0.1495
2004-11,4.738613,35.505912,30.6100,0.5754,62.5667,97.4925,64.2546,0.1495
2004-11,4.738613,35.550827,37.5700,0.5305,55.0833,90.8013,62.4572,0.2288
2004-11,4.693697,34.472849,38.3900,0.4875,47.9167,66.5415,61.5968,0.1971
2004-11,4.693697,34.517765,41.0700,0.3643,27.3833,70.8743,61.5968,0.1971
2004-11,4.693697,34.562681,41.4500,0.3269,21.1500,71.2660,61.0191,0.2092
2004-11,4.693697,34.607596,42.5500,0.3227,20.4500,79.1463,61.0191,0.2092
2004-11,4.693697,34.652512,43.0700,0.3232,20.5333,80.8673,61.9518,0.2077
2004-11,4.693697,34.697428,42.8300,0.3165,19.4167,80.8673,61.9518,0.2077
2004-11,4.693697,34.742344,42.8900,0.3233,20.5500,86.4639,61.9518,0.2077
2004-11,4.693697,34.787259,44.3100,0.2785,13.0833,89.5859,61.7791,0.2176
2004-11,4.693697,34.832175,44.2300,0.1791,0.0000,89.9647,61.7791,0.2176
2004-11,4.693697,34.877091,45.5700,0.1628,0.0000,92.3836,61.2690,0.2489
2004-11,4.693697,34.922007,44.2900,0.1590,0.0000,96.0742,61.2690,0.2489
2004-11,4.693697,34.966922,44.6500,0.1683,0.0000,94.1497,63.4598,0.2175
2004-11,4.693697,35.011838,46.2700,0.2022,0.3667,102.1594,63.4598,0.2175
2004-11,4.693697,35.056754,43.9100,0.2018,0.3000,105.1343,65.6654,0.1882
2004-11,4.693697,35.101670,42.6900,0.2318,5.3000,107.8637,65.6654,0.1882
2004-11,4.693697,35.146585,41.7100,0.2501,8.3500,107.8637,65.6654,0.1882
2004-11,4.693697,35.191501,33.5900,0.4613,43.5500,117.4530,66.8426,0.2081
2004-11,4.693697,35.236417,30.9300,0.5330,55.5000,123.3079,66.8426,0.2081
2004-11,4.693697,35.281333,31.7100,0.5349,55.8167,123.4201,65.6147,0.1749
2004-11,4.693697,35.326249,42.8900,0.3002,16.7000,106.8853,65.6147,0.1749
2004-11,4.693697,35.371164,41.8900,0.3083,18.0500,101.4755,65.6740,0.1622
2004-11,4.693697,35.416080,40.7100,0.3237,20.6167,103.8944,65.6740,0.1622
2004-11,4.693697,35.460996,38.2900,0.4650,44.1667,100.2041,64.2546,0.1495
2004-11,4.693697,35.505912,41.1300,0.5166,52.7667,93.5251,64.2546,0.1495
2004-11,4.693697,35.550827,38.3900,0.3892,31.5333,90.5069,62.4572,0.2288
2004-11,4.693697,35.730490,41.9500,0.3031,17.1833,67.7882,60.6327,0.1511
2004-11,4.693697,35.775406,41.3500,0.3910,31.8333,61.3892,59.9667,0.1753
2004-11,4.648782,34.383017,39.7500,0.4827,47.1167,67.7017,62.2528,0.2119
2004-11,4.648782,34.427933,39.0900,0.5356,55.9333,70.2385,62.2528,0.2119
2004-11,4.648782,34.472849,36.4300,0.5697,61.6167,65.1982,61.8513,0.2126
2004-11,4.648782,34.517765,42.2700,0.3760,29.3333,64.4526,61.8513,0.2126
2004-11,4.648782,34.562681,41.6100,0.2971,16.1833,69.2013,61.5409,0.1906
2004-11,4.648782,34.607596,42.7900,0.3060,17.6667,75.4528,61.5409,0.1906
2004-11,4.648782,34.652512,44.2300,0.2500,8.3333,80.4537,61.8167,0.2026
2004-11,4.648782,34.697428,43.0500,0.2885,14.7500,80.4537,61.8167,0.2026
2004-11,4.648782,34.742344,43.7700,0.2477,7.9500,80.9669,61.8167,0.2026
2004-11,4.648782,34.787259,44.6500,0.2665,11.0833,85.7244,62.0652,0.2028
2004-11,4.648782,34.832175,45.2300,0.1755,0.0000,87.6815,62.0652,0.2028
2004-11,4.648782,34.877091,44.9100,0.1474,0.0000,91.4748,62.7980,0.1866
2004-11,4.648782,34.922007,45.5700,0.1645,0.0000,98.8223,62.7980,0.1866
2004-11,4.648782,34.966922,41.8100,0.2413,6.8833,93.4112,64.8939,0.2478
2004-11,4.648782,35.011838,43.4500,0.1776,0.0000,94.0444,64.8939,0.2478
2004-11,4.648782,35.056754,46.2100,0.1917,0.0000,97.4747,65.4561,0.2451
2004-11,4.648782,35.101670,43.0900,0.2103,1.7167,101.4082,65.4561,0.2451
2004-11,4.648782,35.146585,40.9500,0.2237,3.9500,101.4082,65.4561,0.2451
2004-11,4.648782,35.191501,32.5300,0.4698,44.9667,110.5181,67.0863,0.2116
2004-11,4.648782,35.236417,29.8500,0.6137,68.9500,116.9613,67.0863,0.2116
2004-11,4.648782,35.281333,31.5900,0.5991,66.5167,113.2110,66.5002,0.1822
2004-11,4.648782,35.326249,43.6700,0.3284,21.4000,99.1098,66.5002,0.1822
