month,lat,lon,max_temp_c
static,2.537741,35.955069,686.0000
static,2.537741,35.999985,588.0000
static,2.537741,36.044901,574.0000
static,2.537741,36.089817,535.0000
static,2.537741,36.134732,508.0000
static,2.537741,36.179648,482.0000
static,2.537741,36.224564,472.0000
static,2.537741,36.269480,467.0000
static,2.537741,36.314395,471.0000
static,2.537741,36.359311,682.0000
static,2.537741,36.404227,901.0000
static,2.537741,36.449143,926.0000
static,2.537741,36.494058,912.0000
static,2.537741,36.538974,361.0000
static,2.537741,36.583890,361.0000
static,2.537741,36.628806,361.0000
static,2.537741,36.673721,361.0000
static,2.537741,36.718637,602.0000
static,2.537741,36.763553,651.0000
static,2.537741,36.808469,689.0000
static,2.537741,36.853385,821.0000
static,2.537741,36.898300,874.0000
static,2.537741,36.943216,882.0000
static,2.537741,36.988132,811.0000
static,2.537741,37.033048,619.0000
static,2.537741,37.077963,592.0000
static,2.537741,37.122879,575.0000
static,2.537741,37.167795,560.0000
static,2.537741,37.212711,524.0000
static,2.537741,37.257626,510.0000
static,2.537741,37.302542,498.0000
static,2.537741,37.347458,486.0000
static,2.537741,37.392374,501.0000
static,2.537741,37.437289,483.0000
static,2.537741,37.482205,495.0000
static,2.537741,37.527121,447.0000
static,2.537741,37.572037,415.0000
static,2.537741,37.616953,404.0000
static,2.537741,37.661868,425.0000
static,2.537741,37.706784,489.0000
static,2.537741,37.751700,522.0000
static,2.537741,37.796616,538.0000
static,2.537741,37.841531,577.0000
static,2.537741,37.886447,662.0000
static,2.537741,37.931363,700.0000
static,2.537741,37.976279,718.0000
static,2.537741,38.021194,766.0000
static,2.537741,38.066110,853.0000
static,2.537741,38.111026,833.0000
static,2.537741,38.155942,815.0000
static,2.537741,38.200857,768.0000
static,2.537741,38.245773,640.0000
static,2.537741,38.290689,597.0000
static,2.537741,38.335605,565.0000
static,2.537741,38.380521,529.0000
static,2.537741,38.425436,480.0000
static,2.537741,38.470352,464.0000
static,2.537741,38.515268,457.0000
static,2.537741,38.560184,445.0000
static,2.537741,38.605099,439.0000
static,2.537741,38.650015,444.0000
static,2.537741,38.694931,437.0000
static,2.537741,38.739847,432.0000
static,2.537741,38.784762,429.0000
static,2.537741,38.829678,423.0000
static,2.537741,38.874594,424.0000
static,2.537741,38.919510,425.0000
static,2.537741,38.964425,424.0000
static,2.537741,39.009341,433.0000
static,2.537741,39.054257,439.0000
static,2.537741,39.099173,420.0000
static,2.537741,39.144089,418.0000
static,2.537741,39.189004,422.0000
static,2.537741,39.233920,430.0000
static,2.537741,39.278836,435.0000
static,2.537741,39.323752,433.0000
static,2.537741,39.368667,434.0000
static,2.537741,39.413583,432.0000
static,2.537741,39.458499,429.0000
static,2.537741,39.503415,425.0000
static,2.537741,39.548330,445.0000
static,2.537741,39.593246,421.0000
static,2.537741,39.638162,431.0000
static,2.537741,39.683078,450.0000
static,2.537741,39.727993,459.0000
static,2.537741,39.772909,435.0000
static,2.537741,39.817825,435.0000
static,2.537741,39.862741,448.0000
static,2.537741,39.907656,487.0000
static,2.537741,39.952572,427.0000
static,2.537741,39.997488,460.0000
static,2.537741,40.042404,446.0000
static,2.537741,40.087320,436.0000
static,2.537741,40.132235,467.0000
static,2.537741,40.177151,494.0000
static,2.537741,40.222067,543.0000
static,2.537741,40.266983,568.0000
static,2.537741,40.311898,541.0000
static,2.537741,40.356814,511.0000
static,2.537741,40.401730,488.0000
static,2.537741,40.446646,435.0000
static,2.537741,40.491561,409.0000
static,2.537741,40.536477,390.0000
static,2.537741,40.581393,375.0000
static,2.537741,40.626309,365.0000
static,2.537741,40.671224,364.0000
static,2.537741,40.716140,392.0000
static,2.537741,40.761056,371.0000
static,2.537741,40.805972,379.0000
static,2.537741,40.850888,413.0000
static,2.537741,40.895803,417.0000
static,2.537741,40.940719,529.0000
static,2.537741,40.985635,432.0000
static,2.492825,34.922007,1070.0000
static,2.492825,34.966922,1033.0000
static,2.492825,35.011838,1177.0000
static,2.492825,35.056754,993.0000
static,2.492825,35.101670,959.0000
static,2.492825,35.146585,955.0000
static,2.492825,35.191501,820.0000
static,2.492825,35.236417,749.0000
static,2.492825,35.281333,711.0000
static,2.492825,35.326249,656.0000
static,2.492825,35.371164,644.0000
static,2.492825,35.416080,650.0000
static,2.492825,35.460996,759.0000
static,2.492825,35.505912,789.0000
static,2.492825,35.550827,878.0000
static,2.492825,35.595743,828.0000
static,2.492825,35.640659,796.0000
static,2.492825,35.685575,692.0000
static,2.492825,35.730490,661.0000
static,2.492825,35.775406,637.0000
static,2.492825,35.820322,620.0000
static,2.492825,35.865238,649.0000
static,2.492825,35.910153,694.0000
static,2.492825,35.955069,632.0000
static,2.492825,35.999985,591.0000
static,2.492825,36.044901,554.0000
static,2.492825,36.089817,529.0000
static,2.492825,36.134732,509.0000
static,2.492825,36.179648,485.0000
static,2.492825,36.224564,474.0000
static,2.492825,36.269480,474.0000
static,2.492825,36.314395,486.0000
static,2.492825,36.359311,768.0000
static,2.492825,36.404227,915.0000
static,2.492825,36.449143,917.0000
static,2.492825,36.494058,939.0000
static,2.492825,36.538974,361.0000
static,2.492825,36.583890,361.0000
static,2.492825,36.628806,361.0000
static,2.492825,36.673721,361.0000
static,2.492825,36.718637,633.0000
static,2.492825,36.763553,688.0000
static,2.492825,36.808469,734.0000
static,2.492825,36.853385,784.0000
static,2.492825,36.898300,806.0000
static,2.492825,36.943216,779.0000
static,2.492825,36.988132,734.0000
static,2.492825,37.033048,622.0000
static,2.492825,37.077963,607.0000
static,2.492825,37.122879,590.0000
static,2.492825,37.167795,570.0000
static,2.492825,37.212711,532.0000
static,2.492825,37.257626,518.0000
static,2.492825,37.302542,506.0000
static,2.492825,37.347458,493.0000
static,2.492825,37.392374,471.0000
static,2.492825,37.437289,461.0000
static,2.492825,37.482205,450.0000
static,2.492825,37.527121,438.0000
static,2.492825,37.572037,418.0000
static,2.492825,37.616953,419.0000
static,2.492825,37.661868,441.0000
static,2.492825,37.706784,521.0000
static,2.492825,37.751700,560.0000
static,2.492825,37.796616,577.0000
static,2.492825,37.841531,619.0000
static,2.492825,37.886447,698.0000
static,2.492825,37.931363,746.0000
static,2.492825,37.976279,773.0000
static,2.492825,38.021194,831.0000
static,2.492825,38.066110,892.0000
static,2.492825,38.111026,878.0000
static,2.492825,38.155942,840.0000
static,2.492825,38.200857,777.0000
static,2.492825,38.245773,627.0000
static,2.492825,38.290689,577.0000
static,2.492825,38.335605,545.0000
static,2.492825,38.380521,518.0000
static,2.492825,38.425436,472.0000
static,2.492825,38.470352,452.0000
static,2.492825,38.515268,441.0000
static,2.492825,38.560184,441.0000
static,2.492825,38.605099,462.0000
static,2.492825,38.650015,465.0000
static,2.492825,38.694931,440.0000
static,2.492825,38.739847,422.0000
static,2.492825,38.784762,419.0000
static,2.492825,38.829678,418.0000
static,2.492825,38.874594,416.0000
static,2.492825,38.919510,416.0000
static,2.492825,38.964425,416.0000
static,2.492825,39.009341,421.0000
static,2.492825,39.054257,433.0000
static,2.492825,39.099173,413.0000
static,2.492825,39.144089,410.0000
static,2.492825,39.189004,414.0000
static,2.492825,39.233920,419.0000
static,2.492825,39.278836,427.0000
static,2.492825,39.323752,426.0000
static,2.492825,39.368667,427.0000
static,2.492825,39.413583,425.0000
static,2.492825,39.458499,422.0000
static,2.492825,39.503415,417.0000
static,2.492825,39.548330,414.0000
static,2.492825,39.593246,415.0000
static,2.492825,39.638162,419.0000
static,2.492825,39.683078,426.0000
static,2.492825,39.727993,431.0000
static,2.492825,39.772909,422.0000
static,2.492825,39.817825,433.0000
static,2.492825,39.862741,463.0000
static,2.492825,39.907656,475.0000
static,2.492825,39.952572,439.0000
static,2.492825,39.997488,449.0000
static,2.492825,40.042404,445.0000
static,2.492825,40.087320,434.0000
static,2.492825,40.132235,468.0000
static,2.492825,40.177151,490.0000
static,2.492825,40.222067,530.0000
static,2.492825,40.266983,531.0000
static,2.492825,40.311898,513.0000
static,2.492825,40.356814,491.0000
static,2.492825,40.401730,474.0000
static,2.492825,40.446646,431.0000
static,2.492825,40.491561,409.0000
static,2.492825,40.536477,390.0000
static,2.492825,40.581393,373.0000
static,2.492825,40.626309,358.0000
static,2.492825,40.671224,355.0000
static,2.492825,40.716140,354.0000
static,2.492825,40.761056,354.0000
static,2.492825,40.805972,363.0000
static,2.492825,40.850888,367.0000
static,2.492825,40.895803,414.0000
static,2.492825,40.940719,549.0000
static,2.492825,40.985635,436.0000
static,2.447909,34.922007,1252.0000
static,2.447909,34.966922,1215.0000
static,2.447909,35.011838,1322.0000
static,2.447909,35.056754,1146.0000
static,2.447909,35.101670,1008.0000
static,2.447909,35.146585,1092.0000
static,2.447909,35.191501,846.0000
static,2.447909,35.236417,745.0000
static,2.447909,35.281333,712.0000
static,2.447909,35.326249,667.0000
static,2.447909,35.371164,650.0000
static,2.447909,35.416080,660.0000
static,2.447909,35.460996,701.0000
static,2.447909,35.505912,772.0000
static,2.447909,35.550827,837.0000
static,2.447909,35.595743,840.0000
static,2.447909,35.640659,828.0000
static,2.447909,35.685575,706.0000
static,2.447909,35.730490,672.0000
static,2.447909,35.775406,649.0000
static,2.447909,35.820322,631.0000
static,2.447909,35.865238,643.0000
static,2.447909,35.910153,702.0000
static,2.447909,35.955069,635.0000
static,2.447909,35.999985,603.0000
static,2.447909,36.044901,553.0000
static,2.447909,36.089817,525.0000
static,2.447909,36.134732,524.0000
static,2.447909,36.179648,503.0000
static,2.447909,36.224564,496.0000
static,2.447909,36.269480,499.0000
static,2.447909,36.314395,517.0000
static,2.447909,36.359311,865.0000
static,2.447909,36.404227,954.0000
static,2.447909,36.449143,893.0000
static,2.447909,36.494058,923.0000
static,2.447909,36.538974,361.0000
static,2.447909,36.583890,361.0000
static,2.447909,36.628806,361.0000
static,2.447909,36.673721,363.0000
static,2.447909,36.718637,653.0000
static,2.447909,36.763553,784.0000
static,2.447909,36.808469,836.0000
static,2.447909,36.853385,748.0000
static,2.447909,36.898300,717.0000
static,2.447909,36.943216,704.0000
static,2.447909,36.988132,676.0000
static,2.447909,37.033048,637.0000
static,2.447909,37.077963,620.0000
static,2.447909,37.122879,600.0000
static,2.447909,37.167795,578.0000
static,2.447909,37.212711,540.0000
static,2.447909,37.257626,525.0000
static,2.447909,37.302542,513.0000
static,2.447909,37.347458,500.0000
static,2.447909,37.392374,476.0000
static,2.447909,37.437289,462.0000
static,2.447909,37.482205,450.0000
static,2.447909,37.527121,440.0000
static,2.447909,37.572037,437.0000
static,2.447909,37.616953,434.0000
static,2.447909,37.661868,453.0000
static,2.447909,37.706784,548.0000
static,2.447909,37.751700,599.0000
static,2.447909,37.796616,650.0000
static,2.447909,37.841531,691.0000
static,2.447909,37.886447,745.0000
static,2.447909,37.931363,802.0000
static,2.447909,37.976279,886.0000
static,2.447909,38.021194,948.0000
static,2.447909,38.066110,966.0000
static,2.447909,38.111026,922.0000
static,2.447909,38.155942,837.0000
static,2.447909,38.200857,755.0000
static,2.447909,38.245773,620.0000
static,2.447909,38.290689,571.0000
static,2.447909,38.335605,539.0000
static,2.447909,38.380521,507.0000
static,2.447909,38.425436,465.0000
static,2.447909,38.470352,437.0000
static,2.447909,38.515268,429.0000
static,2.447909,38.560184,440.0000
static,2.447909,38.605099,448.0000
static,2.447909,38.650015,460.0000
static,2.447909,38.694931,438.0000
static,2.447909,38.739847,412.0000
static,2.447909,38.784762,410.0000
static,2.447909,38.829678,412.0000
static,2.447909,38.874594,411.0000
static,2.447909,38.919510,407.0000
static,2.447909,38.964425,409.0000
static,2.447909,39.009341,409.0000
static,2.447909,39.054257,422.0000
static,2.447909,39.099173,406.0000
static,2.447909,39.144089,401.0000
static,2.447909,39.189004,407.0000
static,2.447909,39.233920,407.0000
static,2.447909,39.278836,418.0000
static,2.447909,39.323752,419.0000
static,2.447909,39.368667,419.0000
static,2.447909,39.413583,416.0000
static,2.447909,39.458499,415.0000
static,2.447909,39.503415,411.0000
static,2.447909,39.548330,407.0000
static,2.447909,39.593246,409.0000
static,2.447909,39.638162,406.0000
static,2.447909,39.683078,412.0000
static,2.447909,39.727993,411.0000
static,2.447909,39.772909,417.0000
static,2.447909,39.817825,432.0000
static,2.447909,39.862741,449.0000
static,2.447909,39.907656,435.0000
static,2.447909,39.952572,418.0000
static,2.447909,39.997488,439.0000
static,2.447909,40.042404,423.0000
static,2.447909,40.087320,431.0000
static,2.447909,40.132235,465.0000
static,2.447909,40.177151,495.0000
static,2.447909,40.222067,526.0000
static,2.447909,40.266983,540.0000
static,2.447909,40.311898,543.0000
static,2.447909,40.356814,513.0000
static,2.447909,40.401730,479.0000
static,2.447909,40.446646,446.0000
static,2.447909,40.491561,413.0000
static,2.447909,40.536477,390.0000
static,2.447909,40.581393,369.0000
static,2.447909,40.626309,349.0000
static,2.447909,40.671224,348.0000
static,2.447909,40.716140,344.0000
static,2.447909,40.761056,343.0000
static,2.447909,40.805972,347.0000
static,2.447909,40.850888,352.0000
static,2.447909,40.895803,391.0000
static,2.447909,40.940719,467.0000
static,2.447909,40.985635,461.0000
static,2.402993,34.922007,1346.0000
static,2.402993,34.966922,1491.0000
static,2.402993,35.011838,1537.0000
static,2.402993,35.056754,1344.0000
static,2.402993,35.101670,1216.0000
static,2.402993,35.146585,1493.0000
static,2.402993,35.191501,969.0000
static,2.402993,35.236417,762.0000
static,2.402993,35.281333,723.0000
static,2.402993,35.326249,677.0000
static,2.402993,35.371164,658.0000
static,2.402993,35.416080,658.0000
static,2.402993,35.460996,688.0000
static,2.402993,35.505912,759.0000
static,2.402993,35.550827,798.0000
static,2.402993,35.595743,825.0000
static,2.402993,35.640659,804.0000
static,2.402993,35.685575,716.0000
static,2.402993,35.730490,685.0000
static,2.402993,35.775406,660.0000
static,2.402993,35.820322,642.0000
static,2.402993,35.865238,636.0000
static,2.402993,35.910153,632.0000
static,2.402993,35.955069,617.0000
static,2.402993,35.999985,588.0000
static,2.402993,36.044901,551.0000
static,2.402993,36.089817,534.0000
static,2.402993,36.134732,540.0000
static,2.402993,36.179648,535.0000
static,2.402993,36.224564,535.0000
static,2.402993,36.269480,547.0000
static,2.402993,36.314395,554.0000
static,2.402993,36.359311,993.0000
static,2.402993,36.404227,1025.0000
static,2.402993,36.449143,915.0000
static,2.402993,36.494058,916.0000
static,2.402993,36.538974,365.0000
static,2.402993,36.583890,377.0000
static,2.402993,36.628806,374.0000
static,2.402993,36.673721,405.0000
static,2.402993,36.718637,683.0000
static,2.402993,36.763553,922.0000
static,2.402993,36.808469,920.0000
static,2.402993,36.853385,765.0000
static,2.402993,36.898300,735.0000
static,2.402993,36.943216,710.0000
static,2.402993,36.988132,693.0000
static,2.402993,37.033048,653.0000
static,2.402993,37.077963,630.0000
static,2.402993,37.122879,607.0000
static,2.402993,37.167795,585.0000
static,2.402993,37.212711,549.0000
static,2.402993,37.257626,534.0000
static,2.402993,37.302542,519.0000
static,2.402993,37.347458,505.0000
static,2.402993,37.392374,479.0000
static,2.402993,37.437289,466.0000
static,2.402993,37.482205,455.0000
static,2.402993,37.527121,447.0000
static,2.402993,37.572037,453.0000
static,2.402993,37.616953,461.0000
static,2.402993,37.661868,494.0000
static,2.402993,37.706784,604.0000
static,2.402993,37.751700,657.0000
static,2.402993,37.796616,703.0000
static,2.402993,37.841531,722.0000
static,2.402993,37.886447,822.0000
static,2.402993,37.931363,898.0000
static,2.402993,37.976279,999.0000
static,2.402993,38.021194,1099.0000
static,2.402993,38.066110,1026.0000
static,2.402993,38.111026,914.0000
static,2.402993,38.155942,815.0000
static,2.402993,38.200857,724.0000
static,2.402993,38.245773,593.0000
static,2.402993,38.290689,552.0000
static,2.402993,38.335605,524.0000
static,2.402993,38.380521,504.0000
static,2.402993,38.425436,443.0000
static,2.402993,38.470352,428.0000
static,2.402993,38.515268,421.0000
static,2.402993,38.560184,428.0000
static,2.402993,38.605099,425.0000
static,2.402993,38.650015,429.0000
static,2.402993,38.694931,424.0000
static,2.402993,38.739847,405.0000
static,2.402993,38.784762,407.0000
static,2.402993,38.829678,403.0000
static,2.402993,38.874594,405.0000
static,2.402993,38.919510,402.0000
static,2.402993,38.964425,401.0000
static,2.402993,39.009341,399.0000
static,2.402993,39.054257,415.0000
static,2.402993,39.099173,397.0000
static,2.402993,39.144089,395.0000
static,2.402993,39.189004,396.0000
static,2.402993,39.233920,399.0000
static,2.402993,39.278836,411.0000
static,2.402993,39.323752,411.0000
static,2.402993,39.368667,412.0000
static,2.402993,39.413583,408.0000
static,2.402993,39.458499,407.0000
static,2.402993,39.503415,405.0000
static,2.402993,39.548330,401.0000
static,2.402993,39.593246,403.0000
static,2.402993,39.638162,394.0000
static,2.402993,39.683078,398.0000
static,2.402993,39.727993,400.0000
static,2.402993,39.772909,400.0000
static,2.402993,39.817825,404.0000
static,2.402993,39.862741,407.0000
static,2.402993,39.907656,405.0000
static,2.402993,39.952572,409.0000
static,2.402993,39.997488,423.0000
static,2.402993,40.042404,413.0000
static,2.402993,40.087320,425.0000
static,2.402993,40.132235,466.0000
static,2.402993,40.177151,503.0000
static,2.402993,40.222067,537.0000
static,2.402993,40.266983,567.0000
static,2.402993,40.311898,542.0000
static,2.402993,40.356814,509.0000
static,2.402993,40.401730,480.0000
static,2.402993,40.446646,444.0000
static,2.402993,40.491561,410.0000
static,2.402993,40.536477,389.0000
static,2.402993,40.581393,367.0000
static,2.402993,40.626309,345.0000
static,2.402993,40.671224,338.0000
static,2.402993,40.716140,338.0000
static,2.402993,40.761056,334.0000
static,2.402993,40.805972,336.0000
static,2.402993,40.850888,339.0000
static,2.402993,40.895803,362.0000
static,2.402993,40.940719,370.0000
static,2.402993,40.985635,446.0000
static,2.358078,34.922007,1566.0000
static,2.358078,34.966922,1655.0000
static,2.358078,35.011838,2076.0000
static,2.358078,35.056754,2115.0000
static,2.358078,35.101670,1397.0000
static,2.358078,35.146585,1090.0000
static,2.358078,35.191501,1042.0000
static,2.358078,35.236417,779.0000
static,2.358078,35.281333,740.0000
static,2.358078,35.326249,702.0000
static,2.358078,35.371164,680.0000
static,2.358078,35.416080,673.0000
static,2.358078,35.460996,690.0000
static,2.358078,35.505912,751.0000
static,2.358078,35.550827,792.0000
static,2.358078,35.595743,820.0000
static,2.358078,35.640659,805.0000
static,2.358078,35.685575,721.0000
static,2.358078,35.730490,686.0000
static,2.358078,35.775406,659.0000
static,2.358078,35.820322,639.0000
static,2.358078,35.865238,610.0000
static,2.358078,35.910153,595.0000
static,2.358078,35.955069,582.0000
static,2.358078,35.999985,562.0000
static,2.358078,36.044901,567.0000
static,2.358078,36.089817,594.0000
static,2.358078,36.134732,600.0000
static,2.358078,36.179648,544.0000
static,2.358078,36.224564,584.0000
static,2.358078,36.269480,643.0000
static,2.358078,36.314395,743.0000
static,2.358078,36.359311,1203.0000
static,2.358078,36.404227,1115.0000
static,2.358078,36.449143,965.0000
static,2.358078,36.494058,965.0000
static,2.358078,36.538974,717.0000
static,2.358078,36.583890,761.0000
static,2.358078,36.628806,826.0000
static,2.358078,36.673721,854.0000
static,2.358078,36.718637,1054.0000
static,2.358078,36.763553,1153.0000
static,2.358078,36.808469,1087.0000
static,2.358078,36.853385,862.0000
static,2.358078,36.898300,784.0000
static,2.358078,36.943216,755.0000
static,2.358078,36.988132,734.0000
static,2.358078,37.033048,668.0000
static,2.358078,37.077963,639.0000
static,2.358078,37.122879,615.0000
static,2.358078,37.167795,598.0000
static,2.358078,37.212711,567.0000
static,2.358078,37.257626,550.0000
static,2.358078,37.302542,534.0000
static,2.358078,37.347458,518.0000
static,2.358078,37.392374,491.0000
static,2.358078,37.437289,480.0000
static,2.358078,37.482205,467.0000
static,2.358078,37.527121,469.0000
static,2.358078,37.572037,490.0000
static,2.358078,37.616953,512.0000
static,2.358078,37.661868,545.0000
static,2.358078,37.706784,706.0000
static,2.358078,37.751700,747.0000
static,2.358078,37.796616,788.0000
static,2.358078,37.841531,850.0000
static,2.358078,37.886447,996.0000
static,2.358078,37.931363,1154.0000
static,2.358078,37.976279,1335.0000
static,2.358078,38.021194,1307.0000
static,2.358078,38.066110,1015.0000
static,2.358078,38.111026,840.0000
static,2.358078,38.155942,710.0000
static,2.358078,38.200857,633.0000
static,2.358078,38.245773,562.0000
static,2.358078,38.290689,524.0000
static,2.358078,38.335605,501.0000
static,2.358078,38.380521,479.0000
static,2.358078,38.425436,436.0000
static,2.358078,38.470352,424.0000
static,2.358078,38.515268,418.0000
static,2.358078,38.560184,408.0000
static,2.358078,38.605099,406.0000
static,2.358078,38.650015,407.0000
static,2.358078,38.694931,398.0000
static,2.358078,38.739847,396.0000
static,2.358078,38.784762,391.0000
static,2.358078,38.829678,392.0000
static,2.358078,38.874594,392.0000
static,2.358078,38.919510,392.0000
static,2.358078,38.964425,390.0000
static,2.358078,39.009341,387.0000
static,2.358078,39.054257,390.0000
static,2.358078,39.099173,386.0000
static,2.358078,39.144089,382.0000
static,2.358078,39.189004,384.0000
static,2.358078,39.233920,388.0000
static,2.358078,39.278836,395.0000
static,2.358078,39.323752,396.0000
static,2.358078,39.368667,396.0000
static,2.358078,39.413583,394.0000
static,2.358078,39.458499,393.0000
static,2.358078,39.503415,390.0000
static,2.358078,39.548330,386.0000
static,2.358078,39.593246,382.0000
static,2.358078,39.638162,376.0000
static,2.358078,39.683078,379.0000
static,2.358078,39.727993,382.0000
static,2.358078,39.772909,378.0000
static,2.358078,39.817825,374.0000
static,2.358078,39.862741,373.0000
static,2.358078,39.907656,377.0000
static,2.358078,39.952572,383.0000
static,2.358078,39.997488,392.0000
static,2.358078,40.042404,406.0000
static,2.358078,40.087320,423.0000
static,2.358078,40.132235,462.0000
static,2.358078,40.177151,483.0000
static,2.358078,40.222067,510.0000
static,2.358078,40.266983,561.0000
static,2.358078,40.311898,504.0000
static,2.358078,40.356814,470.0000
static,2.358078,40.401730,450.0000
static,2.358078,40.446646,417.0000
static,2.358078,40.491561,407.0000
static,2.358078,40.536477,380.0000
static,2.358078,40.581393,361.0000
static,2.358078,40.626309,339.0000
static,2.358078,40.671224,332.0000
static,2.358078,40.716140,324.0000
static,2.358078,40.761056,322.0000
static,2.358078,40.805972,314.0000
static,2.358078,40.850888,321.0000
static,2.358078,40.895803,332.0000
static,2.358078,40.940719,347.0000
static,2.358078,40.985635,346.0000
static,2.313162,34.922007,1547.0000
static,2.313162,34.966922,1704.0000
static,2.313162,35.011838,1770.0000
static,2.313162,35.056754,2183.0000
static,2.313162,35.101670,1697.0000
static,2.313162,35.146585,1244.0000
static,2.313162,35.191501,1075.0000
static,2.313162,35.236417,793.0000
static,2.313162,35.281333,756.0000
static,2.313162,35.326249,707.0000
static,2.313162,35.371164,686.0000
static,2.313162,35.416080,679.0000
static,2.313162,35.460996,696.0000
static,2.313162,35.505912,758.0000
static,2.313162,35.550827,814.0000
static,2.313162,35.595743,866.0000
static,2.313162,35.640659,847.0000
static,2.313162,35.685575,733.0000
static,2.313162,35.730490,690.0000
static,2.313162,35.775406,661.0000
static,2.313162,35.820322,640.0000
static,2.313162,35.865238,615.0000
static,2.313162,35.910153,608.0000
static,2.313162,35.955069,591.0000
static,2.313162,35.999985,577.0000
static,2.313162,36.044901,578.0000
static,2.313162,36.089817,593.0000
static,2.313162,36.134732,599.0000
static,2.313162,36.179648,576.0000
static,2.313162,36.224564,583.0000
static,2.313162,36.269480,660.0000
static,2.313162,36.314395,830.0000
static,2.313162,36.359311,1186.0000
static,2.313162,36.404227,1084.0000
static,2.313162,36.449143,869.0000
static,2.313162,36.494058,711.0000
static,2.313162,36.538974,785.0000
static,2.313162,36.583890,818.0000
static,2.313162,36.628806,907.0000
static,2.313162,36.673721,862.0000
static,2.313162,36.718637,1275.0000
static,2.313162,36.763553,1269.0000
static,2.313162,36.808469,1139.0000
static,2.313162,36.853385,863.0000
static,2.313162,36.898300,799.0000
static,2.313162,36.943216,795.0000
static,2.313162,36.988132,766.0000
static,2.313162,37.033048,664.0000
static,2.313162,37.077963,639.0000
static,2.313162,37.122879,628.0000
static,2.313162,37.167795,615.0000
static,2.313162,37.212711,579.0000
static,2.313162,37.257626,564.0000
static,2.313162,37.302542,547.0000
static,2.313162,37.347458,531.0000
static,2.313162,37.392374,501.0000
static,2.313162,37.437289,488.0000
static,2.313162,37.482205,474.0000
static,2.313162,37.527121,476.0000
static,2.313162,37.572037,504.0000
static,2.313162,37.616953,531.0000
static,2.313162,37.661868,572.0000
static,2.313162,37.706784,733.0000
static,2.313162,37.751700,800.0000
static,2.313162,37.796616,850.0000
static,2.313162,37.841531,894.0000
static,2.313162,37.886447,1134.0000
static,2.313162,37.931363,1358.0000
static,2.313162,37.976279,1466.0000
static,2.313162,38.021194,1260.0000
static,2.313162,38.066110,942.0000
static,2.313162,38.111026,791.0000
static,2.313162,38.155942,695.0000
static,2.313162,38.200857,612.0000
static,2.313162,38.245773,535.0000
static,2.313162,38.290689,498.0000
static,2.313162,38.335605,475.0000
static,2.313162,38.380521,465.0000
static,2.313162,38.425436,444.0000
static,2.313162,38.470352,425.0000
static,2.313162,38.515268,418.0000
static,2.313162,38.560184,405.0000
static,2.313162,38.605099,396.0000
static,2.313162,38.650015,400.0000
static,2.313162,38.694931,389.0000
static,2.313162,38.739847,385.0000
static,2.313162,38.784762,386.0000
static,2.313162,38.829678,386.0000
static,2.313162,38.874594,384.0000
static,2.313162,38.919510,385.0000
static,2.313162,38.964425,384.0000
static,2.313162,39.009341,382.0000
static,2.313162,39.054257,381.0000
static,2.313162,39.099173,387.0000
static,2.313162,39.144089,376.0000
static,2.313162,39.189004,378.0000
static,2.313162,39.233920,382.0000
static,2.313162,39.278836,387.0000
static,2.313162,39.323752,387.0000
static,2.313162,39.368667,388.0000
static,2.313162,39.413583,386.0000
static,2.313162,39.458499,385.0000
static,2.313162,39.503415,383.0000
static,2.313162,39.548330,380.0000
static,2.313162,39.593246,373.0000
static,2.313162,39.638162,367.0000
static,2.313162,39.683078,372.0000
static,2.313162,39.727993,372.0000
static,2.313162,39.772909,369.0000
static,2.313162,39.817825,366.0000
static,2.313162,39.862741,366.0000
static,2.313162,39.907656,370.0000
static,2.313162,39.952572,378.0000
static,2.313162,39.997488,389.0000
static,2.313162,40.042404,403.0000
static,2.313162,40.087320,418.0000
static,2.313162,40.132235,451.0000
static,2.313162,40.177151,473.0000
static,2.313162,40.222067,495.0000
static,2.313162,40.266983,529.0000
static,2.313162,40.311898,491.0000
static,2.313162,40.356814,461.0000
static,2.313162,40.401730,440.0000
static,2.313162,40.446646,399.0000
static,2.313162,40.491561,389.0000
static,2.313162,40.536477,371.0000
static,2.313162,40.581393,358.0000
static,2.313162,40.626309,336.0000
static,2.313162,40.671224,329.0000
static,2.313162,40.716140,322.0000
static,2.313162,40.761056,315.0000
static,2.313162,40.805972,308.0000
static,2.313162,40.850888,307.0000
static,2.313162,40.895803,314.0000
static,2.313162,40.940719,316.0000
static,2.313162,40.985635,308.0000
static,2.268246,34.922007,1509.0000
static,2.268246,34.966922,1640.0000
static,2.268246,35.011838,1626.0000
static,2.268246,35.056754,1831.0000
static,2.268246,35.101670,2226.0000
static,2.268246,35.146585,1427.0000
static,2.268246,35.191501,990.0000
static,2.268246,35.236417,849.0000
static,2.268246,35.281333,764.0000
static,2.268246,35.326249,711.0000
static,2.268246,35.371164,692.0000
static,2.268246,35.416080,685.0000
static,2.268246,35.460996,702.0000
static,2.268246,35.505912,769.0000
static,2.268246,35.550827,814.0000
static,2.268246,35.595743,944.0000
static,2.268246,35.640659,865.0000
static,2.268246,35.685575,753.0000
static,2.268246,35.730490,708.0000
static,2.268246,35.775406,678.0000
static,2.268246,35.820322,655.0000
static,2.268246,35.865238,652.0000
static,2.268246,35.910153,621.0000
static,2.268246,35.955069,602.0000
static,2.268246,35.999985,576.0000
static,2.268246,36.044901,565.0000
