month,lat,lon,max_temp_c,min_temp_c,mean_temp_c,dtr_c,elevation_m,ndvi,evi,veg_cover_pct,forest_pct,savanna_pct,wetland_pct,cropland_pct,urban_pct,surface_water_occurrence_pct,rain_mm,humidity_rh_pct,soil_moisture_m3m3,wind_speed_ms
2004-03,5.008108,35.326249,50.4500,23.3500,36.8142,27.1000,456.0000,0.1865,0.0856,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,25.8822,31.7075,0.0447,2.5315
2004-03,5.008108,35.371164,48.9300,23.5700,37.0050,25.3600,461.0000,0.1750,0.0896,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,26.2907,31.4873,0.0411,2.7105
2004-03,5.008108,35.416080,45.8300,24.1900,35.7000,21.6400,552.0000,0.1871,0.0963,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.2121,31.4873,0.0411,2.7105
2004-03,4.963192,35.146585,47.0700,24.0100,35.4767,23.0600,459.0000,0.2010,0.0983,0.1667,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,28.1401,30.6462,0.0905,2.3904
2004-03,4.963192,35.191501,47.1500,22.8100,35.3400,24.3400,455.0000,0.1798,0.0891,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,26.9465,31.0585,0.0676,2.3649
2004-03,4.963192,35.236417,46.4500,23.3100,35.1400,23.1400,488.0000,0.1727,0.0919,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,24.9220,31.0585,0.0676,2.3649
2004-03,4.963192,35.281333,47.0900,22.9700,35.3800,24.1200,459.0000,0.1918,0.0881,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,24.9291,31.7075,0.0447,2.5315
2004-03,4.963192,35.326249,47.2100,23.8900,35.6125,23.3200,455.0000,0.2103,0.0988,1.7167,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,23.5339,31.7075,0.0447,2.5315
2004-03,4.963192,35.371164,43.3700,23.4700,34.1575,19.9000,602.0000,0.2156,0.0999,2.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,25.4875,31.4873,0.0411,2.7105
2004-03,4.963192,35.416080,45.8100,23.5900,35.0175,22.2200,553.0000,0.1836,0.0980,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.0000,24.7243,31.4873,0.0411,2.7105
2004-03,4.918276,35.011838,48.3100,23.1500,34.7375,25.1600,507.0000,0.2104,0.1064,1.7333,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,27.7946,30.3863,0.0871,2.6539
2004-03,4.918276,35.056754,47.0500,24.4300,34.9792,22.6200,585.0000,0.2024,0.1042,0.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,31.0133,31.7927,0.0501,2.3956
2004-03,4.918276,35.101670,45.5700,24.7100,35.0533,20.8600,658.0000,0.2204,0.1190,3.4000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,28.2591,31.7927,0.0501,2.3956
2004-03,4.918276,35.146585,45.7700,24.3100,35.4125,21.4600,545.0000,0.2180,0.1152,2.9917,0.0000,0.8638,0.0000,0.0000,0.0000,1.0000,28.2591,31.7927,0.0501,2.3956
2004-03,4.918276,35.191501,45.6100,23.9300,35.4742,21.6800,533.0000,0.2090,0.1031,1.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,30.1032,32.3709,0.0603,2.3331
2004-03,4.918276,35.236417,46.8700,23.5900,35.6125,23.2800,489.0000,0.1680,0.0958,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,28.3716,32.3709,0.0603,2.3331
2004-03,4.918276,35.281333,46.7500,24.1700,35.6850,22.5800,495.0000,0.1877,0.0920,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.3262,32.0900,0.0523,2.5111
2004-03,4.918276,35.326249,46.3900,24.1500,35.3525,22.2400,606.0000,0.1869,0.0951,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,25.1846,32.0900,0.0523,2.5111
2004-03,4.918276,35.371164,43.6300,22.7700,34.1925,20.8600,649.0000,0.2104,0.1040,1.7333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,26.0061,31.6592,0.0453,2.6977
2004-03,4.918276,35.416080,45.0500,23.2500,35.1925,21.8000,590.0000,0.1721,0.0930,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,26.4408,31.6592,0.0453,2.6977
2004-03,4.918276,35.460996,41.8900,22.5900,32.5450,19.3000,990.0000,0.2409,0.1130,6.8167,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,29.6003,30.7848,0.0963,2.9420
